S/N,NAME,GENDER,PARTY,VOTES,ELECTED,SENATORIAL DISTRICT,STATE,ELECTION-TYPE,ZONE
5,ADEYEMI SMART,M,APC,"66,901",,KOGI-WEST,KOGI,SENATE,
6,CHIEF SUNDAY AWONIYI ONUGBAMI,M,APM,116,,KOGI-WEST,KOGI,SENATE,
7,AINA OLASUNKANMI OLAYINKA,M,CAP,42,,KOGI-WEST,KOGI,SENATE,
8,ABDULKADIR USMAN,M,DA,50,,KOGI-WEST,KOGI,SENATE,
9,PETERS OBAJE OLUSEGUN,M,DPC,4,,KOGI-WEST,KOGI,SENATE,
10,ONILE EYITAYO BAMIDELE,M,ID,28,,KOGI-WEST,KOGI,SENATE,
11,EMMANUEL OLAYEMI OLAKUNLE,M,JMPP,66,,KOGI-WEST,KOGI,SENATE,
12,OKPANACHI BALA NICHOLAS,M,KP,7,,KOGI-WEST,KOGI,SENATE,
13,IBRAHIM HANNATU AKUJIMISI,F,LP,57,,KOGI-WEST,KOGI,SENATE,
14,METHUSELAH ALONGE GALLIO,M,MPN,10,,KOGI-WEST,KOGI,SENATE,
15,SULEIMAN TENIMU,M,NCP,45,,KOGI-WEST,KOGI,SENATE,
16,ADEYEMI TAIWO,M,NEPP,254,,KOGI-WEST,KOGI,SENATE,
17,MELAYE DANIEL DINO,M,PDP,"85,395",ELECTED,KOGI-WEST,KOGI,SENATE,
18,NOAH JOHN ABIODUN,M,PPA,166,,KOGI-WEST,KOGI,SENATE,
19,JOHN IDACHABA,M,PPC,97,,KOGI-WEST,KOGI,SENATE,
20,ATTEH SAMUEL,M,PPN,93,,KOGI-WEST,KOGI,SENATE,
21,ANIA OLASUNKANMI,M,PT,12,,KOGI-WEST,KOGI,SENATE,
22,AMBASSADOR RUFUS B. AIYENIGBA,M,SDP,560,,KOGI-WEST,KOGI,SENATE,
23,MUHAMMED ABDULKAREEM,M,UPC,32,,KOGI-WEST,KOGI,SENATE,
24,OLORUNTOBA CHERRY YINKA,F,UPP,11,,KOGI-WEST,KOGI,SENATE,
1,SULYMAN ADEKUNLE YUSUF,M,AA,60,,KWARA-SOUTH,KWARA,SENATE,
2,KUTI KAYODE JESSE JULIUS,M,ACPN,44,,KWARA-SOUTH,KWARA,SENATE,
3,MUHAMMED ONAOLAPO TOYIN,M,ADC,223,,KWARA-SOUTH,KWARA,SENATE,
4,ONIYALA OLUYOLA JOHN,M,ADP,422,,KWARA-SOUTH,KWARA,SENATE,
5,BAMIDELE OGUNWALE ISAAC,M,ANP,268,,KWARA-SOUTH,KWARA,SENATE,
6,ASHIRU OYELOLA YISA,M,APC,"89,704",ELECTED,KWARA-SOUTH,KWARA,SENATE,
7,ADEKUNLE AYODEJI KODABO,M,APN,118,,KWARA-SOUTH,KWARA,SENATE,
8,OYEWOLE DAUDA,M,DA,4,,KWARA-SOUTH,KWARA,SENATE,
9,ADELEKE JUMOKE TAOFIKAT,F,GPN,5,,KWARA-SOUTH,KWARA,SENATE,
10,SUNDAY ADEDAYO J. O.,M,KP,6,,KWARA-SOUTH,KWARA,SENATE,
11,OLAGUNJU ABIDOYE,M,LP,34,,KWARA-SOUTH,KWARA,SENATE,
12,MOHAMMED ISIAKA SALAWU,M,MPN,20,,KWARA-SOUTH,KWARA,SENATE,
13,AYINLA AKINKUNMI AKINKUNMI,M,PDC,140,,KWARA-SOUTH,KWARA,SENATE,
14,IBRAHIM RAFIU,M,PDP,"45,176",,KWARA-SOUTH,KWARA,SENATE,
15,ADEPOJU JOHN DEBO,M,PPA,123,,KWARA-SOUTH,KWARA,SENATE,
16,AJAYI OLAYEMI BIDEMI,M,PPN,467,,KWARA-SOUTH,KWARA,SENATE,
17,OLATEJU TAJUDEEN,M,PT,32,,KWARA-SOUTH,KWARA,SENATE,
18,THOMAS ABOLARIN FALADE,M,SDP,20,,KWARA-SOUTH,KWARA,SENATE,
19,EMMAN TOLU OGUNDELE,M,UPN,10,,KWARA-SOUTH,KWARA,SENATE,
20,AFOLAYAN COMFORT FUNKE,F,UPP,11,,KWARA-SOUTH,KWARA,SENATE,
1,ABDULRAHMAN ABUBAKAR GARBA,M,A,53,,KWARA-CENTRAL,KWARA,SENATE,
2,ISMAILA AKEEM,M,AA,216,,KWARA-CENTRAL,KWARA,SENATE,
3,AMBALI ABDULAKABIR,M,ACPN,162,,KWARA-CENTRAL,KWARA,SENATE,
4,ABUBAKAR ABDULRAHEEM,M,ADC,236,,KWARA-CENTRAL,KWARA,SENATE,
5,ABDULWAHEED MARIAM,F,ADP,312,,KWARA-CENTRAL,KWARA,SENATE,
6,KAMAL IBRAHIM,M,ANP,114,,KWARA-CENTRAL,KWARA,SENATE,
7,BUSARI SHAAMSUDDEEN ABOLORE AKANDE,M,ANRP,331,,KWARA-CENTRAL,KWARA,SENATE,
8,OLORIEGBE YAHAYA IBRAHIM,M,APC,"123,808",ELECTED,KWARA-CENTRAL,KWARA,SENATE,
9,WURAOLA HASIYA GAMBARI,F,APN,99,,KWARA-CENTRAL,KWARA,SENATE,
10,ABUBAKAR SHOLA ABDULRAHEEM,M,DA,14,,KWARA-CENTRAL,KWARA,SENATE,
11,OKANLAWON ADEKUNLE TAIWO,F,GPN,21,,KWARA-CENTRAL,KWARA,SENATE,
12,MUSA SULEIMAN,M,KP,39,,KWARA-CENTRAL,KWARA,SENATE,
13,ABDULSALAM KUBURAT,F,LP,72,,KWARA-CENTRAL,KWARA,SENATE,
14,ABUBAKAR KHADIJAT BIMBO,F,MPN,56,,KWARA-CENTRAL,KWARA,SENATE,
15,ALADE IYIOLA OLAWOLE M,M,PDC,226,,KWARA-CENTRAL,KWARA,SENATE,
16,SARAKI ABUBAKAR OLUBUKOLA,M,PDP,"68,994",,KWARA-CENTRAL,KWARA,SENATE,
17,IBRAHIM WASIU AYINDE,M,PPA,192,,KWARA-CENTRAL,KWARA,SENATE,
18,ANJORIN JOHN TEMITAYO,M,PPN,58,,KWARA-CENTRAL,KWARA,SENATE,
19,MOHAMMED SAIDU,M,PT,940,,KWARA-CENTRAL,KWARA,SENATE,
20,BABATUNDE SULYMAN,M,SDP,71,,KWARA-CENTRAL,KWARA,SENATE,
21,BABATA MOSHOOD ABIOLA ABDULKAREEM,M,UPN,37,,KWARA-CENTRAL,KWARA,SENATE,
22,MUKAILA ALARO SULYMAN,M,UPP,4,,KWARA-CENTRAL,KWARA,SENATE,
1,OMOTOSHO GANIY JAIYEOLA,M,A,35,,KWARA-NORTH,KWARA,SENATE,
2,SOLIU MOHAMMED LANRE,M,AA,41,,KWARA-NORTH,KWARA,SENATE,
3,USMAN BUGE ISHIAK,M,ACPN,63,,KWARA-NORTH,KWARA,SENATE,
4,JOSEPH ADEWOLE,M,ADC,214,,KWARA-NORTH,KWARA,SENATE,
5,ABUBAKAR MOHAMMED,M,ANP,269,,KWARA-NORTH,KWARA,SENATE,
6,UMAR SULEIMAN SADIQ,M,APC,"98,170",ELECTED,KWARA-NORTH,KWARA,SENATE,
7,MUSA YAHAYA IBRAHIM,M,APN,314,,KWARA-NORTH,KWARA,SENATE,
8,IBRAHIM MUHAMMED,M,DA,62,,KWARA-NORTH,KWARA,SENATE,
9,LATEEF OLABISI BELLO,M,GPN,54,,KWARA-NORTH,KWARA,SENATE,
10,MOHAMMED FARUK UMAR,M,LP,133,,KWARA-NORTH,KWARA,SENATE,
11,ZAKARI MOHAMMED,M,PDP,"33,364",,KWARA-NORTH,KWARA,SENATE,
12,ADEDIMEJI SAMUEL LALA,M,PPN,102,,KWARA-NORTH,KWARA,SENATE,
13,MOHAMMED U. A,M,PT,44,,KWARA-NORTH,KWARA,SENATE,
14,SAMUEL SABA JOHN,M,SDP,27,,KWARA-NORTH,KWARA,SENATE,
15,MUHAMMED HARUNA GARBA,M,UPN,20,,KWARA-NORTH,KWARA,SENATE,
1,AKINYEMI OLUWAFUNMILAYO JOSEPHINE,F,A,338,,LAGOS-CENTRAL,LAGOS,SENATE,
2,JAWANDO NURADEEN OMOTAYO,M,AA,392,,LAGOS-CENTRAL,LAGOS,SENATE,
3,EMERENINI KENETH CHUKWUEBUKA,M,ACD,376,,LAGOS-CENTRAL,LAGOS,SENATE,
4,SUNMONU LATEEF ADIGUN,M,ADC,"1,949",,LAGOS-CENTRAL,LAGOS,SENATE,
5,OLUWABUSOLA AKINDELE ADENIKE,M,ANP,"1,120",,LAGOS-CENTRAL,LAGOS,SENATE,
6,TINUBU OLUREMI SHADE,F,APC,"131,725",ELECTED,LAGOS-CENTRAL,LAGOS,SENATE,
7,ADU OMOLOLA KOLADE,F,CAP,219,,LAGOS-CENTRAL,LAGOS,SENATE,
8,OGOWEWO OLUGBEMISOLA OLUFUNKE,F,DA,134,,LAGOS-CENTRAL,LAGOS,SENATE,
9,MARTINS TINA REMI,F,FJP,132,,LAGOS-CENTRAL,LAGOS,SENATE,
10,OYINBO PATRICIA NNEDIMMA,F,ID,84,,LAGOS-CENTRAL,LAGOS,SENATE,
11,OLADOTUN ALABA OLARIBIGBE,M,LM,101,,LAGOS-CENTRAL,LAGOS,SENATE,
12,PARIOLA RUFINA OLAMIDE,F,MPN,"1,137",,LAGOS-CENTRAL,LAGOS,SENATE,
13,ONITIRI ADESUNBO DAVID,M,PDP,"89,107",,LAGOS-CENTRAL,LAGOS,SENATE,
14,BAJULAIYE OMOGBEHIN OMOWUNMI AGBEKE,F,PT,183,,LAGOS-CENTRAL,LAGOS,SENATE,
1,OWOLABI OLUSEGUN SHAMSIDEEN,M,A,"4,587",,LAGOS-EAST,LAGOS,SENATE,
2,FRANCIS SHONUBI,M,AAC,90,,LAGOS-EAST,LAGOS,SENATE,
3,EMERENINI OBINNA,M,ACD,348,,LAGOS-EAST,LAGOS,SENATE,
4,MUSTAPHA BOLARINWA,M,AD,693,,LAGOS-EAST,LAGOS,SENATE,
5,FAKOYA OLAJUMOKE MODUPE,F,ADC,"1,346",,LAGOS-EAST,LAGOS,SENATE,
6,AKINWALE AYO,M,ADP,"1,145",,LAGOS-EAST,LAGOS,SENATE,
7,OSINOWO SIKIRU ADEBAYO,M,APC,"145,839",ELECTED,LAGOS-EAST,LAGOS,SENATE,
8,IDOWU ABOSEDE,F,CAP,201,,LAGOS-EAST,LAGOS,SENATE,
9,AJAYI FLORENCE OLUFUNKE,F,DA,92,,LAGOS-EAST,LAGOS,SENATE,
10,JAIYEOLA ADEBOLA ADENRELE,F,DPP,637,,LAGOS-EAST,LAGOS,SENATE,
11,ODEYEMI KAFARU OLUWASANMI,M,ID,42,,LAGOS-EAST,LAGOS,SENATE,
12,LIJADU AYODELE CYRIL,M,KP,216,,LAGOS-EAST,LAGOS,SENATE,
13,AGIM GODWIN,M,MPN,267,,LAGOS-EAST,LAGOS,SENATE,
14,OYEFUSI ABIODUN ADETOLA,F,PDP,"90,354",,LAGOS-EAST,LAGOS,SENATE,
15,OLUSEGUN OGUNYEYE,M,PPC,239,,LAGOS-EAST,LAGOS,SENATE,
16,ADERONKE IYABODE ADENIJI,M,PPN,123,,LAGOS-EAST,LAGOS,SENATE,
17,AWOLOWO OLUFUNKE,F,PT,70,,LAGOS-EAST,LAGOS,SENATE,
1,ADEGBORIOYE SOLAKUNMI ELIZABETH,F,A,"15,508",,LAGOS-WEST,LAGOS,SENATE,
2,SULAYMAN ABUBAKAR UMAR,M,AA,459,,LAGOS-WEST,LAGOS,SENATE,
3,FADEYI OLADEINDE ABAYOMI,M,AAC,"3,435",,LAGOS-WEST,LAGOS,SENATE,
4,AMOS AJAO ADEMOLA,M,AD,"2,274",,LAGOS-WEST,LAGOS,SENATE,
5,KAYODE JACOBS,M,ADC,"6,290",,LAGOS-WEST,LAGOS,SENATE,
6,AGOSU-PANTINVOH FELICIA MENTON,F,ADP,"1,754",,LAGOS-WEST,LAGOS,SENATE,
7,WANGARA AUWARLU IDRIS,M,ANP,"1,391",,LAGOS-WEST,LAGOS,SENATE,
8,ADEOLA SOLOMON OLAMILEKAN,M,APC,"323,817",ELECTED,LAGOS-WEST,LAGOS,SENATE,
9,ESTHER GODWIN,F,APM,518,,LAGOS-WEST,LAGOS,SENATE,
10,BOJURI ORIYOMI RUTH,F,CAP,142,,LAGOS-WEST,LAGOS,SENATE,
11,NNONA JOHA NWATU,M,DA,178,,LAGOS-WEST,LAGOS,SENATE,
12,JOHNSON OLAKUNLE MOSES,M,DPP,637,,LAGOS-WEST,LAGOS,SENATE,
13,KAYODE OLABODE,M,GPN,641,,LAGOS-WEST,LAGOS,SENATE,
14,MICHAEL ADEWALE OJO,M,MPN,237,,LAGOS-WEST,LAGOS,SENATE,
15,AYODELE AKELE,M,NCP,645,,LAGOS-WEST,LAGOS,SENATE,
16,CHARLES DICKSON MBRIDE,M,NFD,801,,LAGOS-WEST,LAGOS,SENATE,
17,RHODES VIVOUR GBADEBO,M,PDP,"243,516",,LAGOS-WEST,LAGOS,SENATE,
18,OLATUNBOSUN OSWALD ODUSAMI,M,PPC,"1,160",,LAGOS-WEST,LAGOS,SENATE,
19,SAMUEL AKUNYEMI GABRIEL,M,PPN,329,,LAGOS-WEST,LAGOS,SENATE,
20,ABDULSALAM IGAGWU,M,PRP,"1,951",,LAGOS-WEST,LAGOS,SENATE,
21,AWE-OBE OLUSEGUN,M,PT,194,,LAGOS-WEST,LAGOS,SENATE,
22,NKEM CHIBOGU KENNETH,F,UPP,284,,LAGOS-WEST,LAGOS,SENATE,
23,FADAHUNSIOJO OMOBOLA ALICE,F,YPP,"1,726",,LAGOS-WEST,LAGOS,SENATE,
1,AKWASHIKI PATRICIA NAOMI,F,ADC,"6,287",,NASSARAWA-NORTH,NASSARAWA,SENATE,
2,AKWASHIKI GODIYA,M,APC,"54,104",ELECTED,NASSARAWA-NORTH,NASSARAWA,SENATE,
3,ALU SAMUEL,M,APGA,"15,788",,NASSARAWA-NORTH,NASSARAWA,SENATE,
4,GABU LAWRENCE ANDREW,M,APM,45,,NASSARAWA-NORTH,NASSARAWA,SENATE,
5,SARKI KABIRU,M,DA,19,,NASSARAWA-NORTH,NASSARAWA,SENATE,
6,LUBABATU TANI YAKUBU,F,GPN,7,,NASSARAWA-NORTH,NASSARAWA,SENATE,
7,JOHN SAGU M.,M,JMPP,39,,NASSARAWA-NORTH,NASSARAWA,SENATE,
8,INNOCENT LAGI DANIEL,M,LP,"5,843",,NASSARAWA-NORTH,NASSARAWA,SENATE,
9,KATIMI SAIDU ISA,F,MMN,12,,NASSARAWA-NORTH,NASSARAWA,SENATE,
10,MAJI INNOCENT,M,NCP,85,,NASSARAWA-NORTH,NASSARAWA,SENATE,
11,JOHN MICHAEL ABDUL,M,PDP,"48,133",,NASSARAWA-NORTH,NASSARAWA,SENATE,
12,DANIEL UMARU,M,PRP,19,,NASSARAWA-NORTH,NASSARAWA,SENATE,
13,ATTAH DAVID,M,PT,522,,NASSARAWA-NORTH,NASSARAWA,SENATE,
14,ANGA INUSA MOHAMMED OMBUGU,M,SDP,278,,NASSARAWA-NORTH,NASSARAWA,SENATE,
1,AGYEWALDASHO ABDULLAHI UMAR,M,ACD,39,,NASSARAWA-SOUTH,NASSARAWA,SENATE,
2,SULAIMAN ABUBAKAR MAINA,M,ADC,70,,NASSARAWA-SOUTH,NASSARAWA,SENATE,
3,ELADOGA RAKIYA ABUBAKAR,F,ADP,389,,NASSARAWA-SOUTH,NASSARAWA,SENATE,
4,AL-MAKURA UMARU TANKO,M,APC,"113,156",ELECTED,NASSARAWA-SOUTH,NASSARAWA,SENATE,
5,ADAMU MUSA SAIDU,M,APGA,"2,847",,NASSARAWA-SOUTH,NASSARAWA,SENATE,
6,YUSUF HASSAN MUHAMMED,M,APM,52,,NASSARAWA-SOUTH,NASSARAWA,SENATE,
7,ABDULKAREEM SULEMAN AKWE,M,DA,40,,NASSARAWA-SOUTH,NASSARAWA,SENATE,
8,NAMO SAMSON AYALO,M,FRESH,101,,NASSARAWA-SOUTH,NASSARAWA,SENATE,
9,YAHUZA SAGIR IBRAHIM,M,JMPP,24,,NASSARAWA-SOUTH,NASSARAWA,SENATE,
10,OWAKAYI ABDULRAHMAN OSE,M,LP,93,,NASSARAWA-SOUTH,NASSARAWA,SENATE,
11,AYIWULU BABA AYIWULU,M,NNPP,135,,NASSARAWA-SOUTH,NASSARAWA,SENATE,
12,ADOKWE SULEIMAN ASONYA,M,PDP,"104,595",,NASSARAWA-SOUTH,NASSARAWA,SENATE,
13,MOHAMMED TAJIRI SANI,M,PPA,83,,NASSARAWA-SOUTH,NASSARAWA,SENATE,
14,UMAR GALADIMA UMAR,M,PRP,31,,NASSARAWA-SOUTH,NASSARAWA,SENATE,
15,MOHAMMED NURUDEEN UMAR,M,PT,49,,NASSARAWA-SOUTH,NASSARAWA,SENATE,
16,MUSA ABUBAKAR SAMBO,M,RBNP,"3,744",,NASSARAWA-SOUTH,NASSARAWA,SENATE,
17,UMAR MOHAMMED OZEGHA,M,SDP,183,,NASSARAWA-SOUTH,NASSARAWA,SENATE,
18,USMAN WAKASO,M,ZLP,"2,489",,NASSARAWA-SOUTH,NASSARAWA,SENATE,
1,ABDULLAHI ADAMU,MALE,APC,"115,298",ELLECTED,NASSARAWA-WEST,NASSARAWA,SENATE,
2,NGHARGBU K'TSO,MALE,APGA,"28,857",,NASSARAWA-WEST,NASSARAWA,SENATE,
3,ODEH OGAH ELIJAH,MALE,APM,36,,NASSARAWA-WEST,NASSARAWA,SENATE,
4,AHMED IDRIS SALISU,MALE,DA,21,,NASSARAWA-WEST,NASSARAWA,SENATE,
5,MICHAEL ANZAKU,MALE,JMPP,11,,NASSARAWA-WEST,NASSARAWA,SENATE,
6,ZAKARRIYA RILWANT TANKO,MALE,LP,48,,NASSARAWA-WEST,NASSARAWA,SENATE,
7,IDRIS BABA,MALE,NFD,133,,NASSARAWA-WEST,NASSARAWA,SENATE,
8,BALA AHMED ALIYU,MALE,PDP,"85,615",,NASSARAWA-WEST,NASSARAWA,SENATE,
9,AHMED IBRAHIM,MALE,PPA,77,,NASSARAWA-WEST,NASSARAWA,SENATE,
10,ABDULLAHI ALIYU,MALE,PPN,24,,NASSARAWA-WEST,NASSARAWA,SENATE,
11,BAHAGO BITRUS,MALE,PT,31,,NASSARAWA-WEST,NASSARAWA,SENATE,
12,SAMUEL ANJUGU AVRE,MALE,SDP,"2,206",,NASSARAWA-WEST,NASSARAWA,SENATE,
13,ADAMU HUSSAINI AUTA,MALE,ZLP,137,,NASSARAWA-WEST,NASSARAWA,SENATE,
1,ALH MUSA HASSAN,M,ADC,"2,665",,NIGER-EAST,NIGER,SENATE,
2,MOHAMMED SANI MUSA,M,APC,"229,415",ELECTED,NIGER-EAST,NIGER,SENATE,
3,ALFA ABUBAKAR SADIQ,M,BNPP,456,,NIGER-EAST,NIGER,SENATE,
4,MUHAMMED USMAN,M,DA,488,,NIGER-EAST,NIGER,SENATE,
5,NUHU MATHEW,M,LPN,845,,NIGER-EAST,NIGER,SENATE,
6,KOLAWOLE IDRIS ZAINAB,F,NCP,350,,NIGER-EAST,NIGER,SENATE,
7,AUDU MOHAMMED,M,NNPP,205,,NIGER-EAST,NIGER,SENATE,
8,PAIKO HASSAN MUHAMMED RAJI,M,NRM,419,,NIGER-EAST,NIGER,SENATE,
9,ISIYAKU IBRAHIM,M,PDP,"116,143",,NIGER-EAST,NIGER,SENATE,
10,MUHAMAD AWWAL,M,PPN,526,,NIGER-EAST,NIGER,SENATE,
11,AKAWU ABABA,M,PRP,264,,NIGER-EAST,NIGER,SENATE,
12,MOHAMMED BINTA,F,PT,194,,NIGER-EAST,NIGER,SENATE,
13,SHASHERE YAKUBU,M,SDP,205,,NIGER-EAST,NIGER,SENATE,
1,TSALHA ATTAHIRU,M,ACD,"2,243",,NIGER-NORTH,NIGER,SENATE,
2,DAUDA UMAR DAN-MALIKI,M,ADC,373,,NIGER-NORTH,NIGER,SENATE,
3,USMAN DANGAJERE HARUNA,M,ADP,"1,710",,NIGER-NORTH,NIGER,SENATE,
4,MAMUDA HADIZA KUTA,F,AGA,568,,NIGER-NORTH,NIGER,SENATE,
5,ABDULLAHI ALIYU SABI,M,APC,"161,420",ELECTED,NIGER-NORTH,NIGER,SENATE,
6,ISA MOHAMMED BELLO,M,DA,356,,NIGER-NORTH,NIGER,SENATE,
7,BALKISU MUSA ALHERI,F,GPN,155,,NIGER-NORTH,NIGER,SENATE,
8,GARBA MAMMAN,M,NNPP,149,,NIGER-NORTH,NIGER,SENATE,
9,GALADIMA BABA ALHAJI,M,NRM,"1,357",,NIGER-NORTH,NIGER,SENATE,
10,DUBA MOHAMMED SANI,M,PDP,"77,109",,NIGER-NORTH,NIGER,SENATE,
11,BALA AHMAD ALHAJI,M,PPN,803,,NIGER-NORTH,NIGER,SENATE,
12,BUHARI MK HARUNA,M,PRP,"1,181",,NIGER-NORTH,NIGER,SENATE,
13,SHUNBU BALA,M,PT,50,,NIGER-NORTH,NIGER,SENATE,
14,ABDULMUMIN DANTATA IBETO,M,SDP,116,,NIGER-NORTH,NIGER,SENATE,
15,BAWA AMOS,M,UDP,141,,NIGER-NORTH,NIGER,SENATE,
1,YAHAYA AHMED ALHASSAN,MALE,ACD,"1,001",,NIGER-SOUTH,NIGER,SENATE,
2,ALH NDATSU USMAN,MALE,ADC,350,,NIGER-SOUTH,NIGER,SENATE,
3,IBRAHIM BELLO MOHAMMED,MALE,ADP,"6,144",,NIGER-SOUTH,NIGER,SENATE,
4,BIMA MUHAMMAD ENAGI,MALE,APC,"160,614",ELECTED,NIGER-SOUTH,NIGER,SENATE,
5,JA'AFARU ABDULLAHI,MALE,DA,231,,NIGER-SOUTH,NIGER,SENATE,
6,MOHAMMED SAFIYA BABA,FEMALE,GPN,115,,NIGER-SOUTH,NIGER,SENATE,
7,BABANKOGI MUHAMMAD KUDU,MALE,NNPP,73,,NIGER-SOUTH,NIGER,SENATE,
8,SULEIMAN UMAR,MALE,NRM,373,,NIGER-SOUTH,NIGER,SENATE,
9,SHEHU BABA AGAIE,MALE,PDP,"90,978",,NIGER-SOUTH,NIGER,SENATE,
10,MOHAMMED BABA MUSTAPHA,MALE,PPN,168,,NIGER-SOUTH,NIGER,SENATE,
11,ALFA SANI,MALE,PRP,139,,NIGER-SOUTH,NIGER,SENATE,
12,MUHAMMED LIMAN AL-AMIN,MALE,SDP,407,,NIGER-SOUTH,NIGER,SENATE,
1,OLADAPO SOFELA TEMITOPE,M,AD,799,,OGUN-CENTRAL,OGUN,SENATE,
2,GOMEZ TITILAYO OSENI,F,ADC,"37,101",,OGUN-CENTRAL,OGUN,SENATE,
3,SOWUNMI JULIUS OLUFEMI,M,ADP,"6,510",,OGUN-CENTRAL,OGUN,SENATE,
4,OLUMIDE JONES,M,ANRP,548,,OGUN-CENTRAL,OGUN,SENATE,
5,AMOSUN IBIKUNLE OYELAJA,M,APC,"88,110",ELECTED,OGUN-CENTRAL,OGUN,SENATE,
6,ADENMOSUN FRANCIS GBENGA,M,APM,"10,039",,OGUN-CENTRAL,OGUN,SENATE,
7,ADESHINA ABIODUN OLAKULEHIN,M,ASD,113,,OGUN-CENTRAL,OGUN,SENATE,
8,AKIGBOGUN OLAKUNLE OLATOKUNBO,M,CAP,96,,OGUN-CENTRAL,OGUN,SENATE,
9,EMMANUEL EDUN OLANREWAJU,M,DA,232,,OGUN-CENTRAL,OGUN,SENATE,
10,ADEYEMI BOLANLE ADISA,M,DPP,211,,OGUN-CENTRAL,OGUN,SENATE,
11,ABIMBOLA MARGARET ONOKOYA,F,GPN,529,,OGUN-CENTRAL,OGUN,SENATE,
12,ADEBAYO OLUGBENGA OLATUNBOSUN,M,JMPP,193,,OGUN-CENTRAL,OGUN,SENATE,
13,AROYEUN SABUR ADESINA,M,LP,"1,165",,OGUN-CENTRAL,OGUN,SENATE,
14,TOLA ESTHER FEHIN OGUNSANWO,F,MPN,296,,OGUN-CENTRAL,OGUN,SENATE,
15,ENITAN AWOJOBI J.,M,NCP,"1,042",,OGUN-CENTRAL,OGUN,SENATE,
16,SOLOMON ABIODUN SANYAOLU,M,PDP,"33,276",,OGUN-CENTRAL,OGUN,SENATE,
17,SUNDAY OLATOKUNBO OSO,M,PPN,504,,OGUN-CENTRAL,OGUN,SENATE,
18,OLUDAISI OLUSEGUN,M,YES,747,,OGUN-CENTRAL,OGUN,SENATE,
19,SOLANA IBIKUNLE KENNETH,M,ZLP,129,,OGUN-CENTRAL,OGUN,SENATE,
1,OLATUNBOSUN ADESINA SAIDI,M,AD,376,,OGUN-EAST,OGUN,SENATE,
2,ASHIRU ADEDEJI,M,ADC,"10,864",,OGUN-EAST,OGUN,SENATE,
3,OLADIPUPO ODULAJA,M,ADP,"3,701",,OGUN-EAST,OGUN,SENATE,
4,MUSTAPHA RAMONI OLALEKAN,M,APC,"85,761",ELECTED,OGUN-EAST,OGUN,SENATE,
5,ODUSOLU B. OLUWOLE,M,APM,"6,114",,OGUN-EAST,OGUN,SENATE,
6,ASIWAJU OBAFEMI ADENUGA,M,APP,106,,OGUN-EAST,OGUN,SENATE,
7,ADENUGA OLUFEMI CHRISTIAN,M,CAP,146,,OGUN-EAST,OGUN,SENATE,
8,IPAYE BABATUNDE,M,DPP,251,,OGUN-EAST,OGUN,SENATE,
9,OLOWOPOROKU OBAFEMI,M,GDPN,206,,OGUN-EAST,OGUN,SENATE,
10,AKINTUNDE TEMITOPE SAMUEL,M,GPN,509,,OGUN-EAST,OGUN,SENATE,
11,ORIOLA TEMIDAYO NIKE,F,LP,145,,OGUN-EAST,OGUN,SENATE,
12,ADEWALE-OLUSEGUN OSIDERO,M,MPN,146,,OGUN-EAST,OGUN,SENATE,
13,ONADIPE E. IDOWU,F,NCP,583,,OGUN-EAST,OGUN,SENATE,
14,ADESANYA ABAYOMI RASAQ,M,NRM,214,,OGUN-EAST,OGUN,SENATE,
15,SOSANWO ADEOLA AYOOLA,M,PDP,"83,528",,OGUN-EAST,OGUN,SENATE,
16,OLUKKAYODE ADESEGUN CHARLES,M,PPC,347,,OGUN-EAST,OGUN,SENATE,
17,OLADIPO OLAFUYI RAHMAN,M,PPN,318,,OGUN-EAST,OGUN,SENATE,
18,OLAWALE OKUNNIYI,M,PT,79,,OGUN-EAST,OGUN,SENATE,
19,SODIYA OMONIYI ADEBOLA,M,RBNP,127,,OGUN-EAST,OGUN,SENATE,
20,MOJISOLA OMOYENI AFOLABI,F,UPP,102,,OGUN-EAST,OGUN,SENATE,
21,OGUNNAIKE OLUSEGUN,M,YES,274,,OGUN-EAST,OGUN,SENATE,
22,BAKARI ABIOLA OLUREMI,M,ZLP,66,,OGUN-EAST,OGUN,SENATE,
1,SODIPO NATHANIEL ADEWOLE,M,A,"1,038",,OGUN-WEST,OGUN,SENATE,
2,JACOB OLOWOYO ROTIMI,M,AD,447,,OGUN-WEST,OGUN,SENATE,
3,OGUNOLA BABATUNDE OLABODE,M,ADC,"31,412",,OGUN-WEST,OGUN,SENATE,
4,AKINOLA BELLO WAHID,M,ADP,"6,843",,OGUN-WEST,OGUN,SENATE,
5,ODEBIYI TOLULOPE AKINREMI,M,APC,"56,452",ELECTED,OGUN-WEST,OGUN,SENATE,
6,GBELEYI OLUSEGUN BOLANLE,M,APM,"48,691",,OGUN-WEST,OGUN,SENATE,
7,ADEBISI SAMUEL ADEGBOYEGA,M,C4C,86,,OGUN-WEST,OGUN,SENATE,
8,ADEYEMI ADEBOLA PETER,M,CAP,193,,OGUN-WEST,OGUN,SENATE,
9,EGUNJOBI OLUWAFEMI ADIO,M,DA,329,,OGUN-WEST,OGUN,SENATE,
10,FAGBEMI TAIWO AKINSANYA,M,DPP,191,,OGUN-WEST,OGUN,SENATE,
11,SAMSON PRINCE ADEWALE,M,GPN,190,,OGUN-WEST,OGUN,SENATE,
