S/N,NAME,GENDER,PARTY,VOTES,ELECTED,SENATORIAL DISTRICT,STATE
3,SOWUNMI JULIUS OLUFEMI,M,ADP,"6,510",,OGUN-CENTRAL,OGUN
4,OLUMIDE JONES,M,ANRP,548,,OGUN-CENTRAL,OGUN
5,AMOSUN IBIKUNLE OYELAJA,M,APC,"88,110",ELECTED,OGUN-CENTRAL,OGUN
6,ADENMOSUN FRANCIS GBENGA,M,APM,"10,039",,OGUN-CENTRAL,OGUN
7,ADESHINA ABIODUN OLAKULEHIN,M,ASD,113,,OGUN-CENTRAL,OGUN
8,AKIGBOGUN OLAKUNLE OLATOKUNBO,M,CAP,96,,OGUN-CENTRAL,OGUN
9,EMMANUEL EDUN OLANREWAJU,M,DA,232,,OGUN-CENTRAL,OGUN
10,ADEYEMI BOLANLE ADISA,M,DPP,211,,OGUN-CENTRAL,OGUN
11,ABIMBOLA MARGARET ONOKOYA,F,GPN,529,,OGUN-CENTRAL,OGUN
12,ADEBAYO OLUGBENGA OLATUNBOSUN,M,JMPP,193,,OGUN-CENTRAL,OGUN
13,AROYEUN SABUR ADESINA,M,LP,"1,165",,OGUN-CENTRAL,OGUN
14,TOLA ESTHER FEHIN OGUNSANWO,F,MPN,296,,OGUN-CENTRAL,OGUN
15,ENITAN AWOJOBI J.,M,NCP,"1,042",,OGUN-CENTRAL,OGUN
16,SOLOMON ABIODUN SANYAOLU,M,PDP,"33,276",,OGUN-CENTRAL,OGUN
17,SUNDAY OLATOKUNBO OSO,M,PPN,504,,OGUN-CENTRAL,OGUN
18,OLUDAISI OLUSEGUN,M,YES,747,,OGUN-CENTRAL,OGUN
19,SOLANA IBIKUNLE KENNETH,M,ZLP,129,,OGUN-CENTRAL,OGUN
1,OLATUNBOSUN ADESINA SAIDI,M,AD,376,,OGUN-EAST,OGUN
2,ASHIRU ADEDEJI,M,ADC,"10,864",,OGUN-EAST,OGUN
3,OLADIPUPO ODULAJA,M,ADP,"3,701",,OGUN-EAST,OGUN
4,MUSTAPHA RAMONI OLALEKAN,M,APC,"85,761",ELECTED,OGUN-EAST,OGUN
5,ODUSOLU B. OLUWOLE,M,APM,"6,114",,OGUN-EAST,OGUN
6,ASIWAJU OBAFEMI ADENUGA,M,APP,106,,OGUN-EAST,OGUN
7,ADENUGA OLUFEMI CHRISTIAN,M,CAP,146,,OGUN-EAST,OGUN
8,IPAYE BABATUNDE,M,DPP,251,,OGUN-EAST,OGUN
9,OLOWOPOROKU OBAFEMI,M,GDPN,206,,OGUN-EAST,OGUN
10,AKINTUNDE TEMITOPE SAMUEL,M,GPN,509,,OGUN-EAST,OGUN
11,ORIOLA TEMIDAYO NIKE,F,LP,145,,OGUN-EAST,OGUN
12,ADEWALE-OLUSEGUN OSIDERO,M,MPN,146,,OGUN-EAST,OGUN
13,ONADIPE E. IDOWU,F,NCP,583,,OGUN-EAST,OGUN
14,ADESANYA ABAYOMI RASAQ,M,NRM,214,,OGUN-EAST,OGUN
15,SOSANWO ADEOLA AYOOLA,M,PDP,"83,528",,OGUN-EAST,OGUN
16,OLUKKAYODE ADESEGUN CHARLES,M,PPC,347,,OGUN-EAST,OGUN
17,OLADIPO OLAFUYI RAHMAN,M,PPN,318,,OGUN-EAST,OGUN
18,OLAWALE OKUNNIYI,M,PT,79,,OGUN-EAST,OGUN
19,SODIYA OMONIYI ADEBOLA,M,RBNP,127,,OGUN-EAST,OGUN
20,MOJISOLA OMOYENI AFOLABI,F,UPP,102,,OGUN-EAST,OGUN
21,OGUNNAIKE OLUSEGUN,M,YES,274,,OGUN-EAST,OGUN
22,BAKARI ABIOLA OLUREMI,M,ZLP,66,,OGUN-EAST,OGUN
1,SODIPO NATHANIEL ADEWOLE,M,A,"1,038",,OGUN-WEST,OGUN
2,JACOB OLOWOYO ROTIMI,M,AD,447,,OGUN-WEST,OGUN
3,OGUNOLA BABATUNDE OLABODE,M,ADC,"31,412",,OGUN-WEST,OGUN
4,AKINOLA BELLO WAHID,M,ADP,"6,843",,OGUN-WEST,OGUN
5,ODEBIYI TOLULOPE AKINREMI,M,APC,"56,452",ELECTED,OGUN-WEST,OGUN
6,GBELEYI OLUSEGUN BOLANLE,M,APM,"48,691",,OGUN-WEST,OGUN
7,ADEBISI SAMUEL ADEGBOYEGA,M,C4C,86,,OGUN-WEST,OGUN
8,ADEYEMI ADEBOLA PETER,M,CAP,193,,OGUN-WEST,OGUN
9,EGUNJOBI OLUWAFEMI ADIO,M,DA,329,,OGUN-WEST,OGUN
10,FAGBEMI TAIWO AKINSANYA,M,DPP,191,,OGUN-WEST,OGUN
11,SAMSON PRINCE ADEWALE,M,GPN,190,,OGUN-WEST,OGUN
12,JOSEPH ODUNAYO OJO,M,JMPP,253,,OGUN-WEST,OGUN
13,OLUJIMI ADEKUNLE DAVID,M,LP,440,,OGUN-WEST,OGUN
14,OLUWASEUN ADESEGUN ABAYOMI,M,MPN,571,,OGUN-WEST,OGUN
15,ODUNJO ODUNLEYE ABIODUN,M,PDP,"43,454",,OGUN-WEST,OGUN
16,BAMIDELE OLUFOLABI ADEBAYO,M,PPC,796,,OGUN-WEST,OGUN
17,BAMIGBOYE OLAWALE MORUF,M,PPN,436,,OGUN-WEST,OGUN
18,FATUMBI PETER OLUKUNLE,M,PT,93,,OGUN-WEST,OGUN
19,OLAYIWOLA OLAWALE AHMED,M,SNP,212,,OGUN-WEST,OGUN
20,MORUF IYABODE ALICE,M,ZLP,164,,OGUN-WEST,OGUN
1,SEHINDE OTUNBA SOLEDAYO,M,AD,"1,104",,ONDO-CENTRAL,ONDO
2,OGUNNIYA GBENGA,M,ADC,"9,788",,ONDO-CENTRAL,ONDO
3,JAMES OLABANJO OLAMILEGE,M,ADP,"1,044",,ONDO-CENTRAL,ONDO
4,ALASOADURA OMOTAYO DONALD,M,APC,"57,828",,ONDO-CENTRAL,ONDO
5,OLASOGBA ROTIMI OYEOLA,M,ASD,320,,ONDO-CENTRAL,ONDO
6,ADEOYE HENRY ADEWOLE,M,DA,384,,ONDO-CENTRAL,ONDO
7,AKIN ZERUBABEL OLOWOOKERE,M,MPN,596,,ONDO-CENTRAL,ONDO
8,ATEWOJA OLUBUNMI ANTHONY,M,MRDD,62,,ONDO-CENTRAL,ONDO
9,FAWEHINMI RANTI,M,NCP,157,,ONDO-CENTRAL,ONDO
10,FUNMILAYO ATAUNOKO JENYO,M,NRM,195,,ONDO-CENTRAL,ONDO
11,AKINYELURE PATRICK AYO,M,PDP,"66,978",ELECTED,ONDO-CENTRAL,ONDO
12,AKINNUGBA PETER PAUL,M,PPA,354,,ONDO-CENTRAL,ONDO
13,OLAMILEKAN OLUSOGA OWOJOURO,M,PT,111,,ONDO-CENTRAL,ONDO
14,AWE DAVID OLUGBENGA JOSEPH,M,SDP,"6,461",,ONDO-CENTRAL,ONDO
15,BOBOYE ROTIMI TAIWO,M,UPN,280,,ONDO-CENTRAL,ONDO
16,MIMIKO RAHMAN OLUSEGUN,M,ZLP,"56,624",,ONDO-CENTRAL,ONDO
1,ABAYOMI OLATUNJI OLUPELUWA,MALE,AA,"43,100",,ONDO-NORTH,ONDO
2,EMMANUEL IPINSAGBA OLAJIDE,MALE,ADC,"23,458",,ONDO-NORTH,ONDO
3,OLAYINKA OGEDENGBE MODUPE,FEMALE,ADP,"13,730",,ONDO-NORTH,ONDO
4,BOROFACE ROBERT AJAYI,MALE,APC,"53,199",ELECTED,ONDO-NORTH,ONDO
5,ADEOLA KAYODE SIMON,MALE,ASD,"4,930",,ONDO-NORTH,ONDO
6,PHILLIPS ALONGE OLUSEGUN KIKIEDAOLUWA,MALE,PDP,"33,048",,ONDO-NORTH,ONDO
7,OGUNBODEDE OLORUNYOMI,MALE,PPN,175,,ONDO-NORTH,ONDO
8,PRINCE OJOURO ADEDOTUN,MALE,PT,69,,ONDO-NORTH,ONDO
9,SADJERE REAGAN,MALE,SDP,917,,ONDO-NORTH,ONDO
10,ODUMBAKU OLASINMI,FEMALE,ZLP,"3,554",,ONDO-NORTH,ONDO
1,OLATUNJI JULIUS ADEOYE F.,M,AA,"40,833",,ONDO-SOUTH,ONDO
2,IKUEROWO STEPHEN OWOYELE,M,ACPN,432,,ONDO-SOUTH,ONDO
3,STEVENSON KENNETH ODUSOLA,M,ADC,"1,526",,ONDO-SOUTH,ONDO
4,OLLUSOLA OGUNNOWO MARCUS,M,ADP,648,,ONDO-SOUTH,ONDO
5,OMOGUNWA YELE,M,APC,"55,610",,ONDO-SOUTH,ONDO
6,IYITAYO ODUNAYO OLUWATOYIN,M,APP,466,,ONDO-SOUTH,ONDO
7,TORHUKERHIJO YEMI DEBORAH,F,ASD,75,,ONDO-SOUTH,ONDO
8,DOLAPO FATOGUN,M,MPN,95,,ONDO-SOUTH,ONDO
9,PITT TEMIDAYO ADEBULU TEMIDAYO,F,MRDD,580,,ONDO-SOUTH,ONDO
10,TOFOWOMO NICHOLAS OLUBUKOLA,M,PDP,"81,892",ELECTED,ONDO-SOUTH,ONDO
11,PRINCE SOLOMON RAPHAEL IYAUTAN,M,PT,201,,ONDO-SOUTH,ONDO
12,AGBOOLA SOLOMON SOLA,M,SDP,273,,ONDO-SOUTH,ONDO
13,USEGHAN JAMES,M,SNP,688,,ONDO-SOUTH,ONDO
14,AYEBO STEPHEN IGBEKELE,M,UPC,204,,ONDO-SOUTH,ONDO
15,ENISAN AKINSOLA,M,ZLP,"7,011",,ONDO-SOUTH,ONDO
1,OLANIYI ANTHONY FADEHUNSI,M,ACPN,52,,OSUN-CENTRAL,OSUN
2,FADEYI OLUWOLE OLUBIYI,M,ADC,"1,422",,OSUN-CENTRAL,OSUN
3,OYEDUNTAN GANNY LAYIWOLA,M,ADP,"1,544",,OSUN-CENTRAL,OSUN
4,AJADI ABIOLA AYOWOLE,F,APA,259,,OSUN-CENTRAL,OSUN
5,SURAJUDEEN AJIBOLA BASIRU,M,APC,"132,821",ELECTED,OSUN-CENTRAL,OSUN
6,ADEBISI MICHAEL MUKAILA,M,APP,209,,OSUN-CENTRAL,OSUN
7,DUMMADE ADEJOKE UWURAOLA,F,BNPP,12,,OSUN-CENTRAL,OSUN
8,OJO SIMEON OLUDARE,M,C4C,13,,OSUN-CENTRAL,OSUN
9,MRS ADEBAYO RASHEEDAT,F,CAP,19,,OSUN-CENTRAL,OSUN
10,IBRAHIM FATIMA ADEOLA,F,DA,27,,OSUN-CENTRAL,OSUN
11,ADEFARE AJIBOLA PRINCESS,F,GPN,12,,OSUN-CENTRAL,OSUN
12,BELLO SIKIRU ADEBAYO,M,ID,9,,OSUN-CENTRAL,OSUN
13,CHARLES ABIOYE KUNLE,M,JMPP,14,,OSUN-CENTRAL,OSUN
14,ARIKEWUYO MARY OYEBOLA,F,LP,26,,OSUN-CENTRAL,OSUN
15,ADEGOKE SIMISOLA AYOKANMI,F,MAJA,34,,OSUN-CENTRAL,OSUN
16,FAREMI RAPHAEL A,M,MMN,36,,OSUN-CENTRAL,OSUN
17,LAWAL GANIYU AKANFE,M,MPN,46,,OSUN-CENTRAL,OSUN
18,BANKOLE GAFAR DEMOLA,M,NCP,564,,OSUN-CENTRAL,OSUN
19,OLAOLUWA AYOBAMI GANIYU,M,PDP,"106,779",,OSUN-CENTRAL,OSUN
20,OSENI OLAYINKA KAZEEM,M,PPA,133,,OSUN-CENTRAL,OSUN
21,AFOLABI RASAQ OLAYIWOLA,M,PPN,33,,OSUN-CENTRAL,OSUN
22,AFOLABI MOSHOOD ABIODUN,M,PRP,19,,OSUN-CENTRAL,OSUN
23,SALAKO EMMANUEL OLADIMEJI,M,PT,26,,OSUN-CENTRAL,OSUN
24,ADEYEMI ADEDAYO SIKIRU,M,RP,13,,OSUN-CENTRAL,OSUN
25,BABATUNDE SOLOMON AYOTUNDE,M,SDP,366,,OSUN-CENTRAL,OSUN
1,ADEFIOYE BABATUNDE OLANIYI,M,A,"2,669",,OSUN-EAST,OSUN
2,OLAMIDE FOLAHANMI OLOYEDE,F,ADC,540,,OSUN-EAST,OSUN
3,TAJUDEEN FAMUYIDE OLUWASEUN,M,ADP,"1,452",,OSUN-EAST,OSUN
4,FAWUNMI KAYODE OLALEKAN,M,ANRP,105,,OSUN-EAST,OSUN
5,PAUL OLADIMEJI OLUSEYI,M,APA,316,,OSUN-EAST,OSUN
6,FAMUREWA ISRAEL AJIBOLA,M,APC,"105,720",,OSUN-EAST,OSUN
7,ODESOLA OLUSEYE TITUS,M,APP,149,,OSUN-EAST,OSUN
8,AJIBOLA FATIMOH,F,CAP,132,,OSUN-EAST,OSUN
9,FAFIOYE HAMMED ABIODUN,M,DA,28,,OSUN-EAST,OSUN
10,ADERINSOYE CHARLES ADEWALE,M,DPC,69,,OSUN-EAST,OSUN
11,ANIFOWOSE RAFIU SHEHU,M,GPN,19,,OSUN-EAST,OSUN
12,AKANBI WASIU OLALEKAN,M,ID,30,,OSUN-EAST,OSUN
13,ADETUNJI OGUNLEYE FELIX,M,JMPP,108,,OSUN-EAST,OSUN
14,MICAEL FOWOWE OLADEMEJI,M,LP,85,,OSUN-EAST,OSUN
15,ADEKUNLE OYERINDE,M,MAJA,67,,OSUN-EAST,OSUN
16,ARIYO SUNDAY SINA,M,MMN,46,,OSUN-EAST,OSUN
17,KOLAWOLE ADEDAPO LASISI,M,MPN,53,,OSUN-EAST,OSUN
18,FASOREPO GIDEON AYODELE,M,NCP,572,,OSUN-EAST,OSUN
19,ABEDE ADETONA SAMUEL,M,NRM,198,,OSUN-EAST,OSUN
20,FADAHUNSI FRANCIS ADENIGBA,M,PDP,"114,893",ELECTED,OSUN-EAST,OSUN
21,OLUWAYINKA AMBROSE A,M,PPN,195,,OSUN-EAST,OSUN
22,AYODELE BADMUS TOSIN MERCY,F,RP,27,,OSUN-EAST,OSUN
23,SHEPHERD RICHARD OLUGBENGA AGBOLA,M,SNP,48,,OSUN-EAST,OSUN
1,RUFAI ADEBISI MUJIDAT,F,ACPN,63,,OSUN-WEST,OSUN
2,ALABI OLAKUNLE AKEEB,M,ADC,"2,119",,OSUN-WEST,OSUN
3,BABAYEMI OMOBA OYEDOTUN,M,ADP,"42,915",,OSUN-WEST,OSUN
4,OYETORO BUKOLA,F,APA,370,,OSUN-WEST,OSUN
5,ORIOLOWO ADELERE ADEYEMI,M,APC,"102,157",WINNER,OSUN-WEST,OSUN
6,EKUNDAYO ADEMOLA PRECIOUS,M,APP,240,,OSUN-WEST,OSUN
7,OLAPADE VICTOR OLAJIDE,M,BNPP,42,,OSUN-WEST,OSUN
8,ADELEKE ISAAC ADEWOLE,M,C4C,42,,OSUN-WEST,OSUN
9,OLUWATOYIN OLAIDE JAMES,M,DA,90,,OSUN-WEST,OSUN
10,SOLOMON AYODEJI ONI,M,DPP,143,,OSUN-WEST,OSUN
11,LAWAL MORILIYATU MOTUNRAYO,F,GPN,34,,OSUN-WEST,OSUN
12,KAMALIDEEN AMOO,M,JMPP,95,,OSUN-WEST,OSUN
13,OYELEKAN SAMUEL AKINGBADE,M,LP,382,,OSUN-WEST,OSUN
14,OLUSEGUN IDOWU KAYODE,M,MPN,94,,OSUN-WEST,OSUN
15,GIDADO MUIBAT OMONIKE,F,NCP,488,,OSUN-WEST,OSUN
